job_title,category,clean_job_title
(Senior) Online Marketing Manager (m/f/d) SEA,Marketing and Communication,"['online', 'marketing', 'manager', 'sea']"
IT-Administrator (m/w/d),IT,"['information', 'technology', 'administrator']"
IT Support Spezialist (m/w/d),IT,"['information', 'technology', 'support', 'specialist']"
Außendienstmitarbeiter (m/w/d) im Bereich Handwerk,Sales,"['sale', 'representative', 'craft', 'sector']"
Junior-CRM-Manager (m/w/d),Marketing and Communication,"['customer', 'relationship', 'management', 'manager']"
Lizenzmanager/ Consultant (gn) Software Lifecycle Management,IT,"['license', 'manager', 'consultant', 'gn', 'software', 'lifecycle', 'management']"
Local IT Support Technician (m/f/d),IT,"['local', 'information', 'technology', 'support', 'technician']"
Praktikant (m/w/d) Digitalmarketing,Marketing and Communication,"['digital', 'marketing', 'intern']"
Software Developer Backend (m/w/d),IT,"['software', 'developer', 'backend']"
Personaldisponent / Vertriebsdisponent (m/w/d),Sales,"['personnel', 'dispatcher', 'sale', 'dispatcher']"
Teamleiter (m/w/d) SEO & Contentmarketing Reise,Marketing and Communication,"['team', 'leader', 'search', 'engine', 'optimization', 'content', 'marketing', 'trip']"
Leiter Business Development / Produktmanagement (m/w/d),Marketing and Communication,"['head', 'business', 'development', 'product', 'management']"
(Senior) Global Product Manager (m/f/d),Marketing and Communication,"['global', 'product', 'manager']"
Trainee Account Management Media (m/w/d),Marketing and Communication,"['trainee', 'account', 'management', 'medium']"
Leiter Kundenberatung (m/w/d) im Angestelltenvertrieb in der Region Neumarkt und Regensburg,Sales,"['head', 'customer', 'service', 'employee', 'sale', 'neumarkt', 'regensburg', 'region']"
Regionaler Key Account Manager LEH für Süddeutschland (m/w/d),Sales,"['regional', 'key', 'account', 'manager', 'food', 'retail', 'southern', 'germany']"
Mitarbeiter im Team Kundenmanagement,IT,"['employee', 'customer', 'management', 'team']"
IT-Support-Spezialist für das Top-Management (VIP) (m/w/d),IT,"['information', 'technology', 'support', 'specialist', 'top', 'management', 'vinternet', 'protocol']"
Gebietsverkaufsleiter (w/m/d) im Automobilbereich,Sales,"['area', 'sale', 'manager', 'automotive', 'sector']"
Werkstudent*in im Bereich IT und Marketing,Marketing and Communication,"['working', 'student', 'marketing']"
Consultant Travel Management SAP Concur (m/w/d),IT,"['consultant', 'travel', 'management', 'system', 'application', 'product', 'concur']"
Vertriebsprofi im Außendienst für den Vertrieb von Schmierstoffen (B2B) (w/m/d),Sales,"['sale', 'professional', 'field', 'sale', 'lubricant', 'business', 'business']"
Online Marketing Manager / Digital Media Manager (m/w/d),Marketing and Communication,"['online', 'marketing', 'manager', 'digital', 'medium', 'manager']"
IT-Administrator (m/w/d),IT,"['information', 'technology', 'administrator']"
Specialist Strategic Staff Planning & Analysis (m/w/d),IT,"['specialist', 'strategic', 'staff', 'planning', 'analysis']"
Expansionsmanager (m/w/d) im Außendienst,Sales,"['expansion', 'manager', 'field']"
Category Lead Electronics (m/f/d),Marketing and Communication,"['category', 'lead', 'electronics']"
Key Account Manager Immunologie (m/w/d),Sales,"['key', 'account', 'manager', 'immunology']"
Datenbankspezialist (m/w/d) für SQL Server / Senior SQL Spezialist (m/w/d),IT,"['database', 'specialist', 'structured', 'query', 'language', 'server', 'structured', 'query', 'language', 'specialist']"
"Entwickler Embedded Systems (m/w/d), München",IT,"['developmenteloper', 'embedded', 'system', 'munich']"
Sales Assistant / Vertriebsmitarbeiter (m/w/d),Sales,"['sale', 'assistant', 'sale', 'representative']"
Sachbearbeiter Contract Management (w/m/d),Sales,"['contract', 'management', 'clerk']"
Mitarbeiter (m/w/d) Projekt Management,Marketing and Communication,"['employee', 'project', 'management']"
IT Systemadministrator (m/w/d) - IT Allrounder Schwerpunkt Windows,IT,"['information', 'technology', 'system', 'administrator', 'information', 'technology', 'allrounder', 'focus', 'window']"
Consultant (all genders) Cloud Service Management,IT,"['consultant', 'gender', 'cloud', 'service', 'management']"
Account Manager B2C Marketing (m/w/d),Sales,"['account', 'manager', 'bc', 'marketing']"
Softwareentwickler (m/w/d),IT,"['software', 'developer']"
User Help Desk (m/w/d),IT,"['user', 'help', 'desk']"
(Senior) SAP FI/CO Consultant (m/w/d),IT,"['system', 'application', 'product', 'fi', 'co', 'consultant']"
"Systemadministrator Windows Server (m/w/d), München",IT,"['system', 'administrator', 'window', 'server', 'munich']"
Kassierer / Mitarbeiter Kasse (m/w/d),Sales,"['cashier', 'employee', 'cashier']"
"Verkäufer, Kaufmann im Einzelhandel, Schreiner oder Gas-Wasserinstallateur als Teamleiter (m/w/d) Holz und Bauelemente, Fliesen und Baustoffe, Sanitär",Sales,"['salesman', 'merchant', 'retail', 'carpenter', 'gas', 'plumber', 'team', 'leader', 'wood', 'construction', 'element', 'tile', 'building', 'material', 'plumbing']"
Inhouse Consultant (m/w/d) Functional Safety - Softwareentwicklung,IT,"['inhouse', 'consultant', 'functional', 'safety', 'software', 'development']"
Automobil-Serviceberater (m/w/d) Werkstatt und Kundenservice,Sales,"['automobile', 'service', 'advisor', 'workshop', 'customer', 'service']"
Senior Firmware Developer (m/w/d),IT,"['firmware', 'developmenteloper']"
"Praktikum im Bereich Best Finance (Schwerpunkt: Kommunikation, Eventmanagement, Change-Management) ab März 2020",Marketing and Communication,"['internship', 'area', '\u200b\u200bbest', 'finance', 'focus', 'communication', 'event', 'management', 'change', 'management']"
Key Account Manager Foodservice / Großhandel national (Homeoffice),Sales,"['key', 'account', 'manager', 'foodservice', 'wholesale', 'national', 'home', 'office']"
Digitalisierungsmanager (m/w/d),IT,"['digitization', 'manager']"
Junior Sales Manager (m/w/d),Sales,"['sale', 'manager']"
Ausbildung als Fachinformatiker im Bereich Anwendungsentwicklung (m/w/d),IT,"['training', 'information', 'technology', 'specialist', 'field', 'application', 'development']"
Senior SEA Manager (m/w/d),Marketing and Communication,"['sea', 'manager']"
Mitarbeiter (m/w/d) für den First- und Second-Level-support,IT,"['employee', 'first', 'second', 'level', 'support']"
(Senior) Associate Executive Search w/m/d,Sales,"['associate', 'executive', 'search']"
SAP Inhouse Consultant (m/w/d) mit Schwerpunkt MDM,IT,"['system', 'application', 'product', 'inhouse', 'consultant', 'focus', 'mdigital', 'marketing']"
Experte (m/w/d) Netzwerk-Infrastruktur,IT,"['expert', 'network', 'infrastructure']"
Mitarbeiter European Technical Support & Development (m/w/d),Sales,"['european', 'technical', 'support', 'development', 'employee']"
Hardwareentwickler (m/w/d),IT,"['hardware', 'developer']"
Abas-Softwareentwickler (w/m/d),IT,"['aba', 'software', 'developer']"
Serviceassistent (m/w/d) für ein Volkswagen Autohaus,Sales,"['service', 'assistant', 'volkswagen', 'dealership']"
Werkstudent (m/w/d) im Bereich Softwareentwicklung,IT,"['working', 'student', 'field', 'software', 'development']"
Solution Architect Network (m/w/d),IT,"['solution', 'architect', 'network']"
Customer Relationship Manager (m/w/d),Marketing and Communication,"['customer', 'relationship', 'manager']"
Duales Studium Wirtschaftsinformatik Bachelor of Science (B.Sc.),IT,"['dual', 'study', 'business', 'informatics', 'bachelor', 'science', 'b.sc', '.']"
Digital Technology Specialist Salesforce (f/m/d),IT,"['digital', 'technology', 'specialist', 'salesforce']"
IT-Systemspezialist (m/w/d),IT,"['information', 'technology', 'system', 'specialist']"
Informatiker (m/w/d) im Bereich der Softwareentwicklung Java,IT,"['computer', 'scientist', 'field', 'software', 'development', 'java']"
"Gebietsverkaufsleiter (m/w/d) für den Raum Schwerin, Rostock, Neubrandenburg, Greifswald",Sales,"['area', 'sale', 'manager', 'schwerin', 'rostock', 'neubrandenburg', 'greifswald', 'area']"
"IT-Administrator First-Level-Support (w/m/d), Standort Dresden oder Kiel",IT,"['information', 'technology', 'administrator', 'first', 'level', 'support', 'location', 'dresden', 'kiel']"
Product and Portfolio Manager INN OTC (w/m/d),Marketing and Communication,"['product', 'portfolio', 'manager', 'inn', 'otc']"
Cloud Security Consultant (Azure Cloud) (m/w/d),IT,"['cloud', 'security', 'consultant', 'azure', 'cloud']"
Software Tester (m/w/d),IT,"['software', 'tester']"
"Sachbearbeiter Babywelt (Hartware, Textil) (m/w/d)",Sales,"['babyworld', 'clerk', 'hardware', 'textile']"
Praktikant (m/w/d) im Bereich Digitalisierung mit dem Schwerpunkt Industrial IoT,IT,"['intern', 'field', 'digitization', 'focus', 'industrial', 'iot']"
Duales Studium Wirtschaftsinformatik 2020,IT,"['dual', 'study', 'business', 'informatics']"
Business Analyst (m/w/d) - Schwerpunkt ERP,IT,"['business', 'analyst', 'focus', 'enterprise', 'resource', 'planning']"
Mitarbeiter (m/w/d) Vertriebsinnendienst für den telefonischen Vertrieb von Online-Stellenanzeigen,Sales,"['internal', 'sale', 'staff', 'telephone', 'distribution', 'online', 'job', 'advertisement']"
(Senior) Consultant Salesforce Marketing Automation (m/w/d),IT,"['consultant', 'salesforce', 'marketing', 'automation']"
Systemadministrator / DevOps Engineer Linux (w/m/d),IT,"['system', 'administrator', 'developmentops', 'engineer', 'linux']"
IT internship in India - Academic Publisher - February 2020,IT,"['information', 'technology', 'internship', 'india', 'academic', 'publisher']"
Werkstudent (m/w/d) im Web- & Desktop Development,IT,"['working', 'student', 'web', 'desktop', 'development']"
Praktikum im Bereich globale Wirtschaftskommunikation ab März 2020,Marketing and Communication,"['internship', 'global', 'business', 'communication']"
Tagungskoordinator (m/w/d),Marketing and Communication,"['conference', 'coordinator']"
DevOps Engineer (m/w/d),IT,"['developmentops', 'engineer']"
Junior System Administrator (m/w/d),IT,"['system', 'administrator']"
Softwaretester (w/m/d) für sicherheitsrelevante Software,IT,"['software', 'tester', 'safetyrelevant', 'software']"
Group Sales Manager*,Sales,"['group', 'sale', 'manager']"
Softwareentwickler.NET (m/w/d) für die Industrie 4.0,IT,"['software', 'developer', '.net', 'industry', '.']"
SAP - Inhouse Consultant Produktion (m/w/d),IT,"['system', 'application', 'product', 'inhouse', 'consultant', 'production']"
Praktikant*in im Bereich Big Data und Machine Learning in der vernetzten Fertigung,IT,"['intern', 'field', 'big', 'data', 'machine', 'learning', 'networked', 'manufacturing']"
SAP Inhouse Consultant BI (m/w/d),IT,"['system', 'application', 'product', 'inhouse', 'consultant', 'business', 'intelligence']"
Senior Application Consultant (m/w/d) SAP FI,IT,"['application', 'consultant', 'system', 'application', 'product', 'fi']"
Auszubildenden zum Industriekaufmann (m/w/d),Sales,"['industrial', 'clerk', 'trainee']"
Kaufmännischer Mitarbeiter (m/w/d) Finance & Administration,Sales,"['commercial', 'employee', 'finance', 'administration']"
Auftragsabwickler (m/w/divers) Neuanlagen Stuttgart - 1 Jahr befristet,Sales,"['order', 'processor', 'new', 'system', 'stuttgart', 'limited']"
Competence Manager (m/w/d) für unseren Geschäftsbereich Engineering in Berlin,Sales,"['competence', 'manager', 'engineering', 'division', 'berlin']"
"Hardwareentwickler Elektronik – Hardware-Entwickler / Elektronikentwickler (Ingenieur Elektrotechnik, Ingenieur Elektronik, Ingenieur Nachrichtentechnik) bzw. Techniker Elektronikentwicklung (w/m/d)",IT,"['hardware', 'developer', 'electronics', 'hardware', 'developer', 'electronics', 'developer', 'electrical', 'engineer', 'electronics', 'engineer', 'communication', 'engineer', 'electronics', 'development', 'technician']"
Senior Software Engineer / Softwareentwickler C++ (m/w/d),IT,"['software', 'engineer', 'software', 'developer', 'c', '++']"
Mitarbeiter Kundenservice/Customer Care Specialist (m/w/d),Sales,"['customer', 'service', 'specialist']"
Dualer Master Wirtschaftsinformatik (m/w/d) SAP Applications,IT,"['dual', 'master', 'degree', 'business', 'informatics', 'system', 'application', 'product', 'application']"
Software Solution Specification & Design Engineer (w/m/d) Train Control Wayside (ETCS),IT,"['software', 'solution', 'specification', 'design', 'engineer', 'train', 'control', 'wayside', 'etcomputer', 'science']"
Mitarbeiter (m/w/d) im Kundenservice / Customer Relations,Sales,"['employee', 'customer', 'service', 'customer', 'relation']"
Redakteur Unterhaltung/Panorama (m/w/d),Marketing and Communication,"['editor', 'entertainment', 'panorama']"
Digital Marketing Manager (m/w/d),Marketing and Communication,"['digital', 'marketing', 'manager']"
Windows Active Directory Systemspezialist (m/w/d),IT,"['window', 'active', 'directory', 'system', 'specialist']"
Office 365 (Senior) Admin (m/w/d),IT,"['office', 'admin']"
Inside Sales (m/w/d),Marketing and Communication,"['inside', 'sale']"
Commercial Manager (m/w/d),Sales,"['commercial', 'manager']"
Experte für Kommunikation und Veränderungsmanagement (m/w/d),Marketing and Communication,"['expert', 'communication', 'change', 'management']"
Praktikant*in im IT agilem Projektmanagement,IT,"['intern', 'information', 'technology', 'agile', 'project', 'management']"
Sales Consultant im Aussendienst (m/w/d),Sales,"['sale', 'consultant', 'field']"
Mitarbeiter m/w/d im Support für Dentalfräsmaschinen,Sales,"['employee', 'support', 'dental', 'milling', 'machine']"
Duales Studium Informatik / Softwaretechnologie (m/w/d),IT,"['dual', 'degree', 'computer', 'science', 'software', 'technology']"
Head of Datacenter & Cloud Solutions (m/w/d),IT,"['head', 'datacenter', 'cloud', 'solution']"
Financial Accountant (m/w/d) als SAP Key User,IT,"['financial', 'accountant', 'system', 'application', 'product', 'key', 'user']"
Experte/System-Administrator (m/w/d) Citrix,IT,"['expert', 'system', 'administrator', 'citrix']"
Web Data Analyst im E-Commerce (m/w/d),IT,"['web', 'data', 'analyst', 'ecommerce']"
Sachbearbeiter/in Customer Service (m/w/d),Sales,"['clerk', 'customer', 'service']"
Mitarbeiter (m/w/d) Kundenservice (Inbound),Sales,"['customer', 'service', 'employee', 'inbound']"
Senior-Softwareentwickler (m/w/d) E-Commerce C# / .NET,IT,"['software', 'developer', 'ecommerce', 'c', '#', '.net']"
Projektleiter (m/w/d) Digitale Technologien,IT,"['project', 'manager', 'digital', 'technology']"
Gebietsverkaufsleiter / Sales Representative (m/w/d) Gebiet Duisburg bis Fulda,Sales,"['area', 'sale', 'manager', 'sale', 'representative', 'area', 'duisburg', 'fulda']"
Software Quality Engineer (m/w/d),IT,"['software', 'quality', 'engineer']"
Service Delivery Manager (m/w/d) Rechenzentren,IT,"['service', 'delivery', 'manager', 'data', 'center']"
Gruppenleiter Kundenservice (m/w/d),Sales,"['group', 'leader', 'customer', 'service']"
Fachinformatiker Systemintegration/ IT-Systemadministrator/ IT-Techniker (m/w/d),IT,"['information', 'technology', 'specialist', 'system', 'integration', 'information', 'technology', 'system', 'administrator', 'information', 'technology', 'technician']"
Datenbank-Entwickler und Programmierer (m/w/divers),IT,"['database', 'developer', 'programmer']"
Werksstudent (m/w/d) IT Business Application,IT,"['working', 'student', 'information', 'technology', 'business', 'application']"
Teamleiter (m/w/d) Java-Entwicklung (Kontomanager),IT,"['team', 'leader', 'java', 'developmentelopment', 'account', 'manager']"
Abteilungsleiter Brand Management (Category Bauwesen / Immobilien) (m/w/d),Marketing and Communication,"['department', 'head', 'brand', 'management', 'category', 'construction', 'real', 'estate']"
