,job_title,category,clean_job_title
285,SAP Inhouse Consultant (m/w/d) mit Schwerpunkt MDM,IT,SAP in-house consultant with a focus on MDM
286,Experte (m/w/d) Netzwerk-Infrastruktur,IT,Expert network infrastructure
287,Mitarbeiter European Technical Support & Development (m/w/d),Sales,European Technical Support & Development employee
288,Hardwareentwickler (m/w/d),IT,Hardware developer
289,Abas-Softwareentwickler (w/m/d),IT,Abas software developer
290,Serviceassistent (m/w/d) für ein Volkswagen Autohaus,Sales,Service assistant for a Volkswagen dealership
291,Werkstudent (m/w/d) im Bereich Softwareentwicklung,IT,Working student in the field of software development
292,Solution Architect Network (m/w/d),IT,Solution Architect Network
293,Customer Relationship Manager (m/w/d),Marketing and Communication,Customer Relationship Manager
294,Duales Studium Wirtschaftsinformatik Bachelor of Science (B.Sc.),IT,Dual study of business informatics Bachelor of Science (B.Sc.)
295,Digital Technology Specialist Salesforce (f/m/d),IT,Digital Technology Specialist Salesforce
296,IT-Systemspezialist (m/w/d),IT,IT system specialist
297,Informatiker (m/w/d) im Bereich der Softwareentwicklung Java,IT,Computer scientist in the field of software development Java
298,"Gebietsverkaufsleiter (m/w/d) für den Raum Schwerin, Rostock, Neubrandenburg, Greifswald",Sales,"Area sales manager for the Schwerin, Rostock, Neubrandenburg, Greifswald area"
299,"IT-Administrator First-Level-Support (w/m/d), Standort Dresden oder Kiel",IT,"IT administrator first level support, location Dresden or Kiel"
300,Product and Portfolio Manager INN OTC (w/m/d),Marketing and Communication,Product and Portfolio Manager INN OTC
301,Cloud Security Consultant (Azure Cloud) (m/w/d),IT,Cloud Security Consultant (Azure Cloud)
302,Software Tester (m/w/d),IT,Software tester
303,"Sachbearbeiter Babywelt (Hartware, Textil) (m/w/d)",Sales,"Babyworld clerk (hardware, textiles)"
304,Praktikant (m/w/d) im Bereich Digitalisierung mit dem Schwerpunkt Industrial IoT,IT,Intern in the field of digitization with a focus on Industrial IoT
305,Duales Studium Wirtschaftsinformatik 2020,IT,Dual study of business informatics
306,Business Analyst (m/w/d) - Schwerpunkt ERP,IT,Business Analyst - focus on ERP
307,Mitarbeiter (m/w/d) Vertriebsinnendienst für den telefonischen Vertrieb von Online-Stellenanzeigen,Sales,Internal sales staff for the telephone distribution of online job advertisements
308,(Senior) Consultant Salesforce Marketing Automation (m/w/d),IT,(Senior) Consultant Salesforce Marketing Automation
309,Systemadministrator / DevOps Engineer Linux (w/m/d),IT,System administrator / DevOps engineer Linux
310,IT internship in India - Academic Publisher - February 2020,IT,IT internship in India - Academic Publisher - February
311,Werkstudent (m/w/d) im Web- & Desktop Development,IT,Working student in web & desktop development
312,Praktikum im Bereich globale Wirtschaftskommunikation ab März 2020,Marketing and Communication,Internship in global business communication from March
313,Tagungskoordinator (m/w/d),Marketing and Communication,Conference coordinator
314,DevOps Engineer (m/w/d),IT,DevOps Engineer
315,Junior System Administrator (m/w/d),IT,Junior System Administrator
316,Softwaretester (w/m/d) für sicherheitsrelevante Software,IT,Software tester for safety-relevant software
317,Group Sales Manager*,Sales,Group Sales Manager *
318,Softwareentwickler.NET (m/w/d) für die Industrie 4.0,IT,Software developer .NET for the industry.
319,SAP - Inhouse Consultant Produktion (m/w/d),IT,SAP - Inhouse Consultant Production
320,Praktikant*in im Bereich Big Data und Machine Learning in der vernetzten Fertigung,IT,Intern in the field of big data and machine learning in networked manufacturing
321,SAP Inhouse Consultant BI (m/w/d),IT,SAP in-house consultant BI
322,Senior Application Consultant (m/w/d) SAP FI,IT,Senior Application Consultant SAP FI
323,Auszubildenden zum Industriekaufmann (m/w/d),Sales,Industrial clerk trainee
324,Kaufmännischer Mitarbeiter (m/w/d) Finance & Administration,Sales,Commercial employee finance & administration
325,Auftragsabwickler (m/w/divers) Neuanlagen Stuttgart - 1 Jahr befristet,Sales,Order processor for new systems in Stuttgart - limited to one year
326,Competence Manager (m/w/d) für unseren Geschäftsbereich Engineering in Berlin,Sales,Competence manager for our engineering division in Berlin
327,"Hardwareentwickler Elektronik – Hardware-Entwickler / Elektronikentwickler (Ingenieur Elektrotechnik, Ingenieur Elektronik, Ingenieur Nachrichtentechnik) bzw. Techniker Elektronikentwicklung (w/m/d)",IT,"Hardware developer electronics - hardware developer / electronics developer (electrical engineer, electronics engineer, communications engineer) or electronics development technician"
328,Senior Software Engineer / Softwareentwickler C++ (m/w/d),IT,Senior software engineer / software developer C ++
329,Mitarbeiter Kundenservice/Customer Care Specialist (m/w/d),Sales,Customer Service Specialist
330,Dualer Master Wirtschaftsinformatik (m/w/d) SAP Applications,IT,Dual Master's in Business Information Systems SAP Applications
331,Software Solution Specification & Design Engineer (w/m/d) Train Control Wayside (ETCS),IT,Software Solution Specification & Design Engineer Train Control Wayside (ETCS)
332,Mitarbeiter (m/w/d) im Kundenservice / Customer Relations,Sales,Employee in customer service / customer relations
333,Redakteur Unterhaltung/Panorama (m/w/d),Marketing and Communication,Editor entertainment / panorama
334,Digital Marketing Manager (m/w/d),Marketing and Communication,Digital Marketing Manager
335,Windows Active Directory Systemspezialist (m/w/d),IT,Windows Active Directory system specialist
336,Office 365 (Senior) Admin (m/w/d),IT,Office (Senior) Admin
337,Inside Sales (m/w/d),Marketing and Communication,Inside sales
338,Commercial Manager (m/w/d),Sales,Commercial Manager
339,Experte für Kommunikation und Veränderungsmanagement (m/w/d),Marketing and Communication,Expert in communication and change management
340,Praktikant*in im IT agilem Projektmanagement,IT,Intern in IT agile project management
341,Sales Consultant im Aussendienst (m/w/d),Sales,Sales consultant in the field
342,Mitarbeiter m/w/d im Support für Dentalfräsmaschinen,Sales,Employee m / f / d in support for dental milling machines
343,Duales Studium Informatik / Softwaretechnologie (m/w/d),IT,Dual degree in computer science / software technology
344,Head of Datacenter & Cloud Solutions (m/w/d),IT,Head of Datacenter & Cloud Solutions
345,Financial Accountant (m/w/d) als SAP Key User,IT,Financial accountant as SAP key user
346,Experte/System-Administrator (m/w/d) Citrix,IT,Expert / system administrator Citrix
347,Web Data Analyst im E-Commerce (m/w/d),IT,Web data analyst in e-commerce
348,Sachbearbeiter/in Customer Service (m/w/d),Sales,Clerk in Customer Service
349,Mitarbeiter (m/w/d) Kundenservice (Inbound),Sales,Customer service employee (inbound)
350,Senior-Softwareentwickler (m/w/d) E-Commerce C# / .NET,IT,Senior software developer E-Commerce C # / .NET
351,Projektleiter (m/w/d) Digitale Technologien,IT,Project manager digital technologies
352,Gebietsverkaufsleiter / Sales Representative (m/w/d) Gebiet Duisburg bis Fulda,Sales,Area Sales Manager / Sales Representative area Duisburg to Fulda
353,Software Quality Engineer (m/w/d),IT,Software Quality Engineer
354,Service Delivery Manager (m/w/d) Rechenzentren,IT,Service Delivery Manager data centers
355,Gruppenleiter Kundenservice (m/w/d),Sales,Group leader customer service
356,Fachinformatiker Systemintegration/ IT-Systemadministrator/ IT-Techniker (m/w/d),IT,IT specialist system integration / IT system administrator / IT technician
357,Datenbank-Entwickler und Programmierer (m/w/divers),IT,Database developer and programmer
358,Werksstudent (m/w/d) IT Business Application,IT,Working student IT business application
359,Teamleiter (m/w/d) Java-Entwicklung (Kontomanager),IT,Team Leader Java Development (Account Manager)
360,Abteilungsleiter Brand Management (Category Bauwesen / Immobilien) (m/w/d),Marketing and Communication,Head of Brand Management (Category Construction / Real Estate)
361,(Senior) Consultant (w/m/d) ERP & CRM,IT,(Senior) Consultant ERP & CRM
362,Sachbearbeiter Einkauf (m/w/d),Sales,Purchasing clerk
363,Product Manager (m/w/d) für natürliche & pharmazeutische Rohstoffe,Marketing and Communication,Product manager for natural & pharmaceutical raw materials
364,Werkstudent (w/m/d) Neue Technologien,IT,Working student for new technologies
365,Online Affiliate Redakteur (m/w/x),Marketing and Communication,Online affiliate editor
366,Senior Sales Manager Automotive & Industrie (m/w/d),IT,Senior Sales Manager Automotive & Industry
367,Auszubildende/r (M/W/D) für Marketingkommunikation,Marketing and Communication,Marketing communication trainee
368,IT Expert (m|w|d) Navision - Job-ID V000003033,IT,IT Expert (m | f | d) Navision - Job-ID V
369,Vertriebsmitarbeiter bzw. Account Manager (m/w/d) im Außendienst,Sales,Sales representative or account manager in the field
370,SAP Basis Administrator – Operational Services (m/w/d),IT,SAP Basis Administrator - Operational Services
371,IT Service Desk Engineer (m/w/d),IT,IT service desk engineer
372,Teamleiter (m/w/d) Client Systeme,IT,Team leader client systems
373,Geschäftsleiter (m/w/d),Sales,Manager
374,Test Automation Engineer Linux/QNX,IT,Test Automation Engineer Linux / QNX
375,IT Service Manager (m/w/d) Mentor Graphics EDM,IT,IT Service Manager Mentor Graphics EDM
376,Storemanager (m/w/d),Sales,Store manager
377,Verkäuferin (m/w/d) Schmuck,Sales,Jewelry saleswoman
378,Fachinformatiker/PHP-Entwickler (m/w/d),IT,IT specialist / PHP developer
379,IT Systemadministrator (m/w/d),IT,IT system administrator
380,IT-Projektmanager Automatisierung 4.0 (m|w|d),IT,IT project manager automation. (m | w | d)
381,Database Administrator (w/m/d),IT,Database administrator
382,Projekt-/Prozessmanager (m/w/d) Retail,Sales,Project / process manager retail
383,Auszubildender zum Fachinformatiker (m/w/d) in der Anwendungsentwicklung,IT,Trainee as IT specialist in application development
384,Agile testing & Quality Assurance coaching (m/w/divers),IT,Agile testing & Quality Assurance coaching
385,Vertriebsassistenz (m/w/d) Vermögen und Vorsorge - befristet für 2 Jahre,Sales,Sales assistant for assets and pensions - limited to years
386,Leiter Vertrieb IT-Lösungen (m/w/d),Sales,Head of Sales IT Solutions
387,Mitarbeiter Verkauf (m/w/d),Sales,Employee sales
388,Immobilienmakler (m/w/d),Sales,Real estate agent
389,"Akquisiteur für Grundstücke (m/w/d) Architekt, Makler, Immobilienwirt, Immobilienkaufmann, Quereinsteiger",Sales,"Acquirer for real estate Architect, broker, real estate manager, real estate agent, career changer"
390,Werkstudent (m/w/d) IT Operations Business Analytics,IT,Working student IT Operations Business Analytics
391,Softwareentwickler HMI für PC und Embedded-Applikationen (m/w/d),IT,Software developer HMI for PC and embedded applications
392,"Mitarbeiter (m/w/d) Vertrieb Innendienst, mit Übernahmeoption",Sales,"Internal sales staff, with takeover option"
393,"Verkäufer, Kaufmann im Einzelhandel, Schreiner oder Zimmerer als Fachberater (m/w/d) Holz und Bauelemente",Sales,"Salesman, merchant in retail, carpenter or carpenter as specialist consultant for wood and building elements"
394,Außendienstmitarbeiter (m/w/d) Antriebselemente,Sales,Field workers drive elements
395,(Senior) Software Developer (m/w/d) - Human Data Science,IT,(Senior) Software Developer - Human Data Science
396,Content Experience Manager (m/w/d),Marketing and Communication,Content Experience Manager
397,Auszubildende Industriekaufmann/-frau (m/w/divers) - Start 2020,Sales,Trainee industrial clerk - start
398,Young Professional Consultant (w/m/d) SAP PLM & Digital Transformation,IT,Young Professional Consultant SAP PLM & Digital Transformation
399,IT-Koordinator (m/w/d),IT,IT coordinator
400,Innendienstverkäufer (m/w/d),Sales,Back office salesman
401,Leiter Vertrieb (m/w/d) Industrieverdichter,Sales,Head of Sales Industrial Compressors
402,Praktikum im Bereich Qualitätsabsicherung von Connectivity/Digitale Dienste Mercedes-Benz Vans ab März 2020,IT,Internship in the area of ​​quality assurance for connectivity / digital services Mercedes-Benz Vans from March
403,Studentische Hilfskraft (m/w/d) im Bereich Produktmanagement,Marketing and Communication,Student assistant in the field of product management
404,Ausbildung zum Fachinformatiker für Anwendungsentwicklung (m/w/d),IT,Training as IT specialist for application development
405,Fullstack - Softwareentwickler (m/w/d),IT,Fullstack - software developer
406,Immobilienmakler (m/w/x),Sales,Real estate agent
407,(Senior) Manager Digitalisierung in der Finanzfunktion (w/m/d),IT,(Senior) manager digitization in the finance function
408,SAP S/4HANA Supply Chain Management & EWM Berater/ Consultant (m/w/d),IT,SAP S / HANA Supply Chain Management & EWM Consultant
409,Immobilienberater/Immobilienmakler für den Verkauf von Eigentumswohnungen (m/w/d),Sales,Real estate advisor / broker for condominium sales
